"Case Number","Status","Case Origin","Date/Time Opened","Completion Date","Model CodeName","Subject","Description","Resolution Reports"
"00217268","Closed","","31.05.2021, 08:19","31.05.2021, 17:23","LH55QMREBGCXZA","[MISv8] Content Synch, Request of technical network details","Dear Team,   -	The customer (a swiss bank) asks for Detailed Technical information about how devices are synchronized with each other. -	Use Case: a few devices are playing the same content. In Schedule Options, the ?Synch Content? is on o	 Customers IT wants to block every communication from the screen and whitelist only the server (screen to screen communication should also be stopped) o	 To allow Synch, they need to know what type of communication is happening and what needs to be allowed   Can you please clarify this point for us? -	Specs of the device communication in case of Synch / (or Videowall setup) -	What needs to be allowed in Firewall to allow content synch   Thank you in advance for your support   Warm regards, Thomas  ","[RESOLUTION REPORT] 
 Type of Resolution : Pending From Customer 
? Resolution Details :
NO Feedback from Customer for a long Time. Closing Ticket
? Follow-up actions : "
"00214640","Closed","","16.04.2021, 11:33","20.04.2021, 09:50","CY-MIPSSTS","[MI v8] Lizenzmigration Unified1 -> Unified2","GENERAL/REQUEST INFORMATION: -	*Problem Description: Der Kunde hat seinen Server von v7 auf v8 geupdated und möchte nun die Unified1 Lizenz in eine Unified2 Lizenz umwandeln. -	Customer Request:   Folgend die Lizenz, welche umgewandelt werden soll: 01014A-IEVFDJ-K6WQIY-2MCT (Unified Player License)   -	What did the Customer or Service Integrator already try: -	*How to get error: -	1. Kein Fehler -	2. -	Expected behaviour: -	Current behaviour   PRODUCT INFORMATION -	*Modelcode: XXX -	*Firmware Version: XXX -	FW, sub (1,2,3):	 -	Server OS: XXX -	Database version: -	[LFD] MagicInfo Version: v8 -	[LFD] Webauthor Version: -	[HTV] Software Solution: -	[HTV] Coax or IPTV connection: -	[KNOX] KNOX Solution, Version: XXX -	[KNOX] MDM Solution, Version: XXX -	[KNOX] IMEI or Serial number: XXX   CUSTOMER INFORMATION: -	*Preferred contact method: E-Mail / Phone call (both) -	*Company Address: Bösch 45, CH - 6331 Hünenberg -	Language: DE -	Entry-Time of Mail/Call: 07:39, 16.4.21","[RESOLUTION REPORT] 
 Type of Resolution : Technical Guide 
? Resolution Details :
License is migrated, case can be closed. 
? Follow-up actions : "
"00214498","Closed","","14.04.2021, 18:14","14.04.2021, 18:24","LH24QBRTBGCXEN","[Touch] How to Deactivate Multi Touch (Pinch Zoom)","Dear Team, 
 We have a PoC Running for Swisscom, the biggest swiss ICT provider. During the tests, we had the following issue: Please see the Video here: https://vimeo.com/sesgpresales/review/536868829/bf40ded8e9 
 -           The customer uses a WebURL to show an interactive Product information Page -           The user in front of the screen uses the touch features to control the information -           The Pinch Zoom (Two finger Zoom) is active by default on the device 
 Our Request: -           Can you please provide a guide to deactivate multi-touch (Pinch Zoom) functions on the device? 
 The Pinch Zoom is one of the main issues we are experiencing. If we can fix this, we will hopefully get the go-to roll out in all the stores. 
 Facts : Swisscom: 19000 employees in Switzerland and Italy; 120 Shops in Switzerland Tested Device: QB24R-T , Firmware T-KTM2ELAKUC-2200.1   Thank you and best regards, Thomas ","[RESOLUTION REPORT] 
 Type of Resolution : Technical Guide 
? Resolution Details :
Pinch Zoom can not be deactivated.
? Follow-up actions : "
"00214372","Closed","","13.04.2021, 15:33","26.04.2021, 11:11","CY-MIPSSTS","[MI] Lizenzaktivierung Fehlerhafte Anzahl Geräte","GENERAL/REQUEST INFORMATION: -	*Problem Description: Vorheriges Ticket -> 00213655 -	Customer Request:   Wie uns der Kunde soeben mitteilte, sind im Aktivieurngsfile nur 86 Geräte aktiv und nicht wie es eigentlich sein sollte 91. Das gleiche Problem hatten wir nun schon öfters.   Besten Dank für die schnellstmögliche erneute Zustellung des korrigierten Files.   -	What did the Customer or Service Integrator already try: -	*How to get error: -	1. Lizenz aktivieren -	2. -	Expected behaviour: Korrekte Anzahl Geräte (91) aktivieren -	Current behaviour: Zu wenig Geräte (nur 86) wurden aktiviert   PRODUCT INFORMATION -	*Modelcode: XXX -	*Firmware Version: XXX -	FW, sub (1,2,3):	 -	Server OS: XXX -	Database version: -	[LFD] MagicInfo Version: Unknown -	[LFD] Webauthor Version: -	[HTV] Software Solution: -	[HTV] Coax or IPTV connection: -	[KNOX] KNOX Solution, Version: XXX -	[KNOX] MDM Solution, Version: XXX -	[KNOX] IMEI or Serial number: XXX   CUSTOMER INFORMATION: -	*Preferred contact method: E-Mail / Phone call (both) -	*Company Address: Kasernenstrasse 97, Postfach 64, CH-7007 Chur -	Language: DE -	Entry-Time of Mail/Call: 1.4.21, 14:19","[RESOLUTION REPORT] 
 Type of Resolution : H/W Replacement 
? Resolution Details :
AktivierungsKey zugestellt. 
? Follow-up actions : "
"00212193","Closed","","10.03.2021, 17:16","10.03.2021, 17:18","LH32OMHPWBC/EN","7000er Firmware Request","Dear All please check the reqeust attached to this case and provide the 7000er firmware to fullfill the rollout at customer site.   Many Thanks Best Regards sam","[RESOLUTION REPORT] 
 Type of Resolution : Technical Guide 
? Resolution Details :
FW was provided to the SI. 
? Follow-up actions : "
"00211472","Closed","","01.03.2021, 13:11","01.03.2021, 13:27","LH55OMNSLGB/EN","[OMN] Sensor Value Question","Dear All   Device: OM55N Firmware: 2220.5, 1048, 1004   Question: we have several OMN devices which show a negativ LUX value when we show the eco sensor read data in service menu.   can you tell me what the -xxx Lux value mean and why they are reported as -xxx? when we cover the sensor, it gets to 0 Lux and then when we remove the cover, the value is back to -xxx Lux. I have this only on a fed screens. The once which have a -xxx Lux value are not getting brighter when we remove the cover.   See attached image, two screens, same firmware but one with positive Lux values and the other with negativ lux values.   Many Thanks Best Regards sam","[RESOLUTION REPORT] 
 Type of Resolution : S/W Changed 
? Resolution Details :
If strong light is reflected, Eco sensor IC Read value is saturation and overflow
so Apply final Lux value as max(65535) value in case of overflow "
"00207717","Closed","","22.12.2020, 16:33","22.12.2020, 17:53","LH025IFRTLS/EN","[IFR] Missing FPGA in SLM","Dear Team   can you please provide or upload the actual IFR FPGA Firmware to SecSLM? could not find any online.   Thank you and best regards Thomas  ","[RESOLUTION REPORT] 
 Type of Resolution : Technical Guide 
? Resolution Details :
FPGA provided, Thank you
? Follow-up actions : "
"00205745","Closed","","19.11.2020, 08:52","19.11.2020, 11:15","LH55QMREBGCXEN","[WiFi Module] Clarification about used WiFi Bands","Dear Team   an SI is requesting a document that describes which Wireless Bands are used on our Devices. (2.4GHz / 5GHz)   Request: - Can you provide an overview of installed Hardware / Available Wireless Bands for our Devices?   The request is about QMR and QMN, but if such a document exists, please share it for all devices.   Thank you and best regards   Thomas","[RESOLUTION REPORT] 
 Type of Resolution : Not a Defect 
? Resolution Details :
There is no overview document about supported WiFi bands in our Devices. 
has to be checked for every request. 
? Follow-up actions : "
"00202745","Closed","","06.10.2020, 08:49","06.10.2020, 11:43","BW-MIP40PA","[License] License reassigned from SESG to SEBN","Dear DSSC Team can you please check why this license was reassigned, from SESG to SEBN? 010121-YUPMI5-6VOSZW-XYIK   -can this happen without any approval from SESG? -Please reassign the regenerated MIP70PA license to SESG.   Thank you and best regards Thomas    ","[RESOLUTION REPORT] 
 Type of Resolution : Not a Defect 
? Resolution Details :
license reassigned to SESG account
? Follow-up actions : "
"00200867","Closed","","10.09.2020, 16:47","10.09.2020, 16:50","SBB-Q32AV4/EN","[MI SRV 7] Adding device to server","GENERAL/REQUEST INFORMATION: -	*Problem Description: nachdem das Netzwerk neu erstellt wurde konnte der IPlayer nicht mehr verbunden warden. -	 Ich vermute dass die ServeNetzwerk Adresse fehlt, Kunde kann mir dies jedoch nicht bestätigen und wäre froh wenn jemand per Remote Zugriff mit Ihm das prüfen könnte. TeamViewer wird er installieren. -	Customer Request: benötigt Remote Hilfe bei Verbindung des Iplayers mit dem Server -	What did the Customer or Service Integrator already try: MI Server Version 7 neu installiert, Lizenzen erfolgreich installiert, I-Playewr neu installiert -	*How to get error: -	1. Start I-Player -	2. Access server -	3. No device on server -	Expected behaviour: I Player sollte bei ?unapproved devices? erscheinen -	Current behaviour: keine Verbindung   PRODUCT INFORMATION -	*Modelcode: NA-MIIPS -	*Firmware Version: 7100.2 -	FW, sub (1,2,3):	- -	Server OS: XXX: - -	Database version: - -	[SBB] MagicInfo Version: SBB-Q32AV4/EN, 7100.3 -	 CUSTOMER INFORMATION: -	*Preferred contact method: E-Mail / Phone call: Marc.Sommer@nexus-schweiz.ch / 044 806 11 11 -	*Company Address: NEXUS Schweiz AG Kantonsstrasse 3 6246 Altishofen LU   ATTACHEMENTS: -","[RESOLUTION REPORT] 
 Type of Resolution : Not a Defect 
? Resolution Details :
Customer needed support for Iplayer configuration. Resolved with a remote session.
? Follow-up actions :
- "
"00200445","Closed","","04.09.2020, 09:14","04.09.2020, 18:41","SBB-SS08FL1/EN","[SBB-SSF] Issue displaying external HDMI source","Dear team   please support the following case:   Player : SSB SSF FW Player : 	 TB-HMSCFDWWC-2080.3;TB-HKMLBFWWS-1003;TB-NVTLBFWWS-1012 MagicINFO: - Tested on V6.0 Build NA-MIIPS-6002.0 - Tested on V8 build NA-MICS-20.1000.14   Problem description: The Customer is using an SSF box with MagicINFO to switch between Video files and External HDMI input. The display is an SSF compatible device without SoC. The Customer is having issues displaying the HDMI Source.   Expected behavior: - publishing the HDMI source directly to the schedule, HDMI is displayed on the screen. - publishing an .LFD content with HDMI source into the schedule, HDMI is displayed on the screen.   Actual behavior: - publishing the HDMI source directly to the schedule works - publishing an LFD content to the schedule works only if the HDMI Source is not bigger than 960x540px   Please see the attached video and image.   The HDMI source comes from a Windows PC with resolution 1920x1080.   Thank you for your support   Best regards Thomas","[RESOLUTION REPORT] 
 Type of Resolution : Pending From Customer 
? Resolution Details :
I resolve this case because of long time pending without any update.
so it should be closed based on our case management policy. (if there is no update for 1week, it can be closed)
Anyway SRI-D team already advised DP connection instead of HDMI between SBB and Display, but the customer has not been updated any result for over 10days.
so if you need further support, please create a new case. "
"00199904","Closed","","27.08.2020, 12:14","28.08.2020, 04:37","LH13QBREBGCXEN","[Linux-Kernel] Tizen Linux-Kernel question","Dear Team   Ticket is related to 199566 / Please reassign to Richard (WECHEOL LIM)   Dear Richard   Can you please clarify the following related questions:   - How long will the Linux-Kernel 4.1.10 be supported? - Is there a plan to update the Linux-Kernel over a Firmware Update as soon as the Kernel will not longer be officially supported?   The reason why our customer is asking this is that the SBB (Swiss National Public Transportation Company) needs to do a Homologation to every device which is connected to their network.   Thank you very much for your support on this topic   Best regards Thomas","[RESOLUTION REPORT] 
 Type of Resolution : Technical Guide 
? Resolution Details :
Provided answer to customer
? Follow-up actions : "
"00199825","Closed","","26.08.2020, 14:04","26.08.2020, 14:06","LH65WMRWBGCXEN","[Flip 2] Drag & Drop im Webbrowser","GENERAL/REQUEST INFORMATION: -	*Problem Description: Beim Kunden funktioniert im Webbrowser das Drag&Drop nicht -	Customer Request: -	What did the Customer or Service Integrator already try: -	*How to get error: -	1. Website aufmachen -	2. Drag and Drop funktioniert nicht -	Expected behaviour: -	Current behaviour   PRODUCT INFORMATION -	*Modelcode: LH65WMRWBGCXEN -	*Firmware Version: 1060 -	FW, sub (1,2,3):	 -	Server OS: XXX -	Database version: -	[LFD] MagicInfo Version: XXX -	[LFD] Webauthor Version: -	[HTV] Software Solution: -	[HTV] Coax or IPTV connection: -	[KNOX] KNOX Solution, Version: XXX -	[KNOX] MDM Solution, Version: XXX -	[KNOX] IMEI or Serial number: XXX   CUSTOMER INFORMATION: -	*Preferred contact method: E-Mail -	*Company Address: squareservices, Av. Riond-Bosson 13, 1110 Morges","[RESOLUTION REPORT] 
 Type of Resolution : Not a Defect 
? Resolution Details :
Not a defect
? Follow-up actions : "
"00198861","Closed","","11.08.2020, 15:36","11.08.2020, 16:23","","[NFR] Requested 802.1x functionality over wired LAN","Dear Team 
 please refer to ticket 00196420. 
 Our Customer, a swiss insurance company, is planning a rollout during 2021. One of the main concerns is security related. Every device that is connected to their network has to support 802.1x Certificate authentication. 
 Our screens support that on the WLAN side, but not on LAN connection. 
 Can you please check if that can be added in the next firmware? 
 1. Customer Info and Roll-Out Schedule ?? Region of installation ?? Country/City etc Customer : Group Mutuel, Insurance Company / Rollout in Switzerland / nationwide 2. No of devices involved with exact Model no and Size ?? Impacted Business Volume ?? please see BO CH202007070001 in Ticket. OMN and QMR devices / MagicINFO 3. Detail description of scenario which can make strong appeal for this feature's need ?? Company Policy about Network connected devices 4. Timeline for making this feature available ?? The decision is planned in December 2020. Need some time before for PoC. 
 Thank you for your support best regards 
 Thomas","[RESOLUTION REPORT] 
 Type of Resolution : S/W Changed 
? Resolution Details :
New test fw provided (2190.22 for 802.1x).
No further contact from client/ partner - Resolved as per internal process.
? Follow-up actions : "
"00198712","Closed","","10.08.2020, 09:26","10.08.2020, 09:45","CY-MIPSSTS","[MI-S] Content can only be edited once","GENERAL/REQUEST INFORMATION: -	*Problem The Customer has a reoccuring issue with MagicInfo Server. When a User edits content once, he cannot edit it a second time. But it is the same user who first edited the content. The use is supposedly not authorized to edit the content For example: Last firday a user edited their content and tried to do it two hours later, but it wasn't possible. -	Customer Request: -	What did the Customer or Service Integrator already try: After saving the content as administrator, the user was able to edit the content again, but only once. -	*How to get error: -	1. Create content in MI, -	2. Edit content, -	3. Cannot edit content again -	Expected behaviour: -	Current behaviour   PRODUCT INFORMATION -	*Modelcode: - -	*Firmware Version: - -	FW, sub (1,2,3):	No Information -	Server OS: No Information -	Database version: No Information -	[LFD] MagicInfo Version: V8.0 build NA-MICS-20.1000.14  -	[LFD] Webauthor Version: No Information -	[HTV] Software Solution: No Information -	[HTV] Coax or IPTV connection: No Information -	[KNOX] KNOX Solution, Version: No Information -	[KNOX] MDM Solution, Version: No Information -	[KNOX] IMEI or Serial number: No Information   CUSTOMER INFORMATION: -	*Preferred contact method: tobias.mueller@lups.ch, +41 58 856 66 77 -	*Company Address: Luzerner Psychiatrie, ICT, Schafmattstrasse 1, 4915 St. Urban","[RESOLUTION REPORT] 
 Type of Resolution : Technical Guide 
? Resolution Details :
Sent webauthor hotfix to customer
? Follow-up actions : "
"00198592","Closed","","06.08.2020, 16:30","06.08.2020, 16:32","LH55PMFXTBC/EN","[PM55F-BC] Firmware kann nicht eingespielt","GENERAL/REQUEST INFORMATION: - *Problem Description: Kunde kann das neue Firmware nicht einspielen, es erscheint die Fehlermeldung «Verbindung fehlgeschlagen» - Customer Request: Wants new firmware - What did the Customer or Service Integrator already try: - *How to get error: no error - request - 1.Firmware update - 2. errormeldung - Expected behaviour: - Current behaviour   PRODUCT INFORMATION - *Modelcode: LH55PMFXTBC/EN - *Firmware Version: de neu zugeschickte firmware ist 2120.5 - FW, sub (1,2,3): - Server OS: XXX - Database version: - [LFD] MagicInfo Version: XXX - [LFD] Webauthor Version: - [HTV] Software Solution: - [HTV] Coax or IPTV connection: - [KNOX] KNOX Solution, Version: XXX - [KNOX] MDM Solution, Version: XXX - [KNOX] IMEI or Serial number: XXX   CUSTOMER INFORMATION: - *Preferred contact method: E-Mail - *Company Address: Halter AG","[RESOLUTION REPORT] 
 Type of Resolution : Technical Guide 
? Resolution Details :
Instructions sent by mail.
? Follow-up actions : "
"00196420","Closed","","07.07.2020, 16:03","08.07.2020, 09:07","LH55OMNDPGB/EN","[IEEE 802.1x] Is 802.1x supported on wired LAN connection?","Dear Team 
 for this opportunity we are faced with the following situation: 
 The Customer (a swiss insurance company) is planning to install Displays on all of their branches. 
 A security policy they have is that every device connected to the network needs to support 802.1x Cert authentication. 
 We support it on the Wireless LAN side, but whats about the Wired side? I'm aware of the fact that it is unusual, but more and more customers are requesting it. 
 Can you please clarify this for me? are we supporting 802.1x on Wired LAN? 
 Thank you  Thomas  ","[RESOLUTION REPORT] 
 Type of Resolution : Not a Defect 
? Resolution Details :
This functionality : "" 802.1x functionality over wired LAN "" is NOT SUPPORTED.
? Follow-up actions :
NFR created : 00198861 "
"00193623","Closed","","26.05.2020, 16:31","26.05.2020, 17:34","LH75QBREBGCXEN","Inhalte auf QB75R mit MagicInfo anzeigen","Display Solution Dear Team   Can you check this issue?   Problem Description: Ich würde gerne Inhalte auf meinem Samsung QB75R mit MagicInfo anzeigen können. Wie mache ich das?   Customer Request: Wie kann ich Inhalte anzeigen?   Display Modelcode: LH75QBREBGCXEN Main firmware:	keine Information erhalten FW, sub (1,2,3):	 keine Information erhalten MagicInfo Version: keine Information erhalten Webauthor Version: keine Information erhalten Server OS: keine Information erhalten Database version: keine Information erhalten Java version: keine Information erhalten   Der Kunde wurde per Mail angeschrieben und nach der Version des MagicInfo angefragt. Jedoch hat der Kunde keine Ahnung. Er weiss gar nicht wie das MagicInfo funktioniert.   Thank you & Best Regards Melanie Roos   {{{0.041665}}}{{{call1stLvl}}}","[RESOLUTION REPORT] 
 Type of Resolution : Pending From Customer 
? Resolution Details :
Pending from customer for longtime.
? Follow-up actions :
open a new ticket if customer calls again.  "
"00190343","Closed","","02.04.2020, 14:52","02.04.2020, 16:13","","[NRF] MagicINFO Preset Management - Proxy settings","Dear Team   can you please support this NRF   Swiss Bank BO 1.3M USD   Server in use now: 7100.2 Server planned for Rollout: V8   Displays: QM, OM (S6 Players)   Request: Add the possibility to set Proxy (incl. Authentication and Exceptions) in Device Presets.   Reason: User has different Proxys for different Device Groups. The user uses Presets to deploy settings to de Displays.   Thank you for discussing this request.   best regards Thomas","[RESOLUTION REPORT] 
 Type of Resolution : Not a Defect 
? Resolution Details :
 it was concluded that it was difficult to apply
System paralysis may occur if Proxy Setting is not done properly due to administrator error.  So, we have reviewed whether validation check is possible on the server,  Since the validity of proxy is valid only on the network where the device is located,  It is said that validation cannot be checked on the MagicINFO server with only input values.
? Follow-up actions : "
